EUR/USD,20090501 00:03:35.782,1.3248,1.32487
EUR/USD,20090501 00:03:35.897,1.3248,1.32489
EUR/USD,20090501 00:03:35.935,1.3248,1.32488
EUR/USD,20090501 00:03:36.246,1.3248,1.32489
EUR/USD,20090501 00:03:36.761,1.32489,1.32489
EUR/USD,20090501 00:03:36.775,1.32489,1.32491
EUR/USD,20090501 00:03:36.779,1.32489,1.32491
EUR/USD,20090501 00:03:38.758,1.32492,1.32496
EUR/USD,20090501 00:03:38.759,1.3249,1.32496
EUR/USD,20090501 00:03:38.780,1.3249,1.32497
EUR/USD,20090501 00:03:38.811,1.32491,1.32497
EUR/USD,20090501 00:03:39.034,1.3249,1.32497
EUR/USD,20090501 00:03:39.092,1.3249,1.32502
EUR/USD,20090501 00:03:39.194,1.3249,1.32501
EUR/USD,20090501 00:03:39.373,1.3249,1.32502
EUR/USD,20090501 00:03:39.509,1.32495,1.32501
EUR/USD,20090501 00:03:39.510,1.32495,1.32502
EUR/USD,20090501 00:03:39.511,1.32493,1.32502
EUR/USD,20090501 00:03:39.774,1.325,1.32502
EUR/USD,20090501 00:03:39.816,1.325,1.32502
EUR/USD,20090501 00:03:40.017,1.325,1.32504
EUR/USD,20090501 00:03:40.019,1.325,1.32505
EUR/USD,20090501 00:03:43.509,1.32502,1.32506
EUR/USD,20090501 00:03:43.510,1.32501,1.32506
EUR/USD,20090501 00:03:43.575,1.32501,1.32508
EUR/USD,20090501 00:03:43.762,1.32503,1.32511
EUR/USD,20090501 00:03:43.786,1.32506,1.32511
EUR/USD,20090501 00:03:44.044,1.32503,1.32511
EUR/USD,20090501 00:03:44.051,1.32503,1.32511
EUR/USD,20090501 00:03:44.316,1.32502,1.3251
EUR/USD,20090501 00:03:45.278,1.32502,1.32509
EUR/USD,20090501 00:03:46.032,1.32502,1.32509
EUR/USD,20090501 00:03:46.077,1.32502,1.3251
EUR/USD,20090501 00:03:47.513,1.32506,1.32513
EUR/USD,20090501 00:03:47.514,1.32507,1.32516
EUR/USD,20090501 00:03:47.530,1.32508,1.32516
EUR/USD,20090501 00:03:47.531,1.3251,1.32516
EUR/USD,20090501 00:03:47.758,1.32512,1.32516
EUR/USD,20090501 00:03:47.760,1.32511,1.32518
EUR/USD,20090501 00:03:47.853,1.32512,1.32518
EUR/USD,20090501 00:03:49.512,1.32512,1.32521
EUR/USD,20090501 00:03:49.513,1.32512,1.32519
EUR/USD,20090501 00:03:49.544,1.3251,1.32519
EUR/USD,20090501 00:03:49.594,1.3251,1.32517
EUR/USD,20090501 00:03:49.650,1.3251,1.32519
EUR/USD,20090501 00:03:50.688,1.3251,1.32519
EUR/USD,20090501 00:03:51.258,1.32512,1.32517
EUR/USD,20090501 00:03:51.259,1.32512,1.32519
EUR/USD,20090501 00:03:51.272,1.32512,1.3252
EUR/USD,20090501 00:03:51.292,1.32512,1.32521
